	pred	label	score
7017	0	NEGATIVE	0.9968755
7018	0	NEGATIVE	0.99290377
7019	0	NEGATIVE	0.99725926
7020	1	POSITIVE	0.9921962
7021	1	POSITIVE	0.99669003
7022	0	NEGATIVE	0.9597301
7023	0	NEGATIVE	0.9976128
7024	0	NEGATIVE	0.9976926
7025	0	NEGATIVE	0.9944706
7026	0	NEGATIVE	0.9434263
7027	0	NEGATIVE	0.9987858
7028	0	NEGATIVE	0.9958648
7029	0	NEGATIVE	0.99694633
7030	0	NEGATIVE	0.9916041
7031	1	POSITIVE	0.9915093
7032	0	NEGATIVE	0.995791
7033	1	POSITIVE	0.9892304
7034	0	NEGATIVE	0.99859136
7035	0	NEGATIVE	0.99086905
7036	0	NEGATIVE	0.9979898
7037	0	NEGATIVE	0.9853097
7038	0	NEGATIVE	0.9620869
7039	0	NEGATIVE	0.99775296
7040	0	NEGATIVE	0.9943753
7041	1	POSITIVE	0.99777216
7042	1	POSITIVE	0.99845785
7043	0	NEGATIVE	0.9957694
7044	1	POSITIVE	0.9934715
7045	0	NEGATIVE	0.99810386
7046	0	NEGATIVE	0.99928224
7047	0	NEGATIVE	0.99738574
7048	0	NEGATIVE	0.94096935
7049	0	NEGATIVE	0.9975656
7050	0	NEGATIVE	0.9816317
7051	1	POSITIVE	0.99233115
7052	1	POSITIVE	0.98883295
7053	0	NEGATIVE	0.994794
7054	0	NEGATIVE	0.9954394
7055	0	NEGATIVE	0.9929291
7056	1	POSITIVE	0.9951079
7057	1	POSITIVE	0.9829914
7058	1	POSITIVE	0.99682426
7059	0	NEGATIVE	0.99576557
7060	0	NEGATIVE	0.9986733
7061	0	NEGATIVE	0.9794458
7062	1	POSITIVE	0.98924375
7063	1	POSITIVE	0.9922428
7064	0	NEGATIVE	0.9951811
7065	0	NEGATIVE	0.9974665
7066	0	NEGATIVE	0.99811065
7067	0	NEGATIVE	0.99561805
7068	1	POSITIVE	0.9977281
7069	1	POSITIVE	0.99460524
7070	1	POSITIVE	0.98386586
7071	0	NEGATIVE	0.9981382
7072	0	NEGATIVE	0.99764955
7073	0	NEGATIVE	0.9943565
7074	0	NEGATIVE	0.9976889
7075	1	POSITIVE	0.8507272
7076	0	NEGATIVE	0.9983327
7077	0	NEGATIVE	0.9953268
7078	0	NEGATIVE	0.99404764
7079	0	NEGATIVE	0.9956218
7080	0	NEGATIVE	0.99571115
7081	0	NEGATIVE	0.99340636
7082	0	NEGATIVE	0.99331456
7083	0	NEGATIVE	0.98932636
7084	0	NEGATIVE	0.9983538
7085	0	NEGATIVE	0.9926304
7086	1	POSITIVE	0.9878735
7087	0	NEGATIVE	0.9765103
7088	1	POSITIVE	0.73533255
7089	0	NEGATIVE	0.9972747
7090	0	NEGATIVE	0.9987269
7091	0	NEGATIVE	0.9933102
7092	0	NEGATIVE	0.99821746
7093	0	NEGATIVE	0.99682283
7094	0	NEGATIVE	0.9993727
7095	0	NEGATIVE	0.99628353
7096	0	NEGATIVE	0.9991034
7097	0	NEGATIVE	0.9337953
7098	0	NEGATIVE	0.998127
7099	0	NEGATIVE	0.9978995
7100	0	NEGATIVE	0.9953108
7101	0	NEGATIVE	0.99416876
7102	0	NEGATIVE	0.99507326
7103	1	POSITIVE	0.9746069
7104	0	NEGATIVE	0.99409676
7105	1	POSITIVE	0.9852982
7106	0	NEGATIVE	0.9990104
7107	0	NEGATIVE	0.9967004
7108	0	NEGATIVE	0.9946215
7109	0	NEGATIVE	0.99476814
7110	0	NEGATIVE	0.99870867
7111	0	NEGATIVE	0.9570192
7112	0	NEGATIVE	0.99366546
7113	1	POSITIVE	0.9984463
7114	1	POSITIVE	0.99301904
7115	0	NEGATIVE	0.9783468
7116	0	NEGATIVE	0.9992966
7117	0	NEGATIVE	0.9973493
7118	0	NEGATIVE	0.997446
7119	0	NEGATIVE	0.9968262
7120	0	NEGATIVE	0.98808265
7121	0	NEGATIVE	0.97890365
7122	0	NEGATIVE	0.99656785
7123	0	NEGATIVE	0.98898596
7124	0	NEGATIVE	0.99479955
7125	0	NEGATIVE	0.9288817
7126	0	NEGATIVE	0.9990759
7127	0	NEGATIVE	0.99692136
7128	0	NEGATIVE	0.98930657
7129	1	POSITIVE	0.9955012
7130	0	NEGATIVE	0.99688727
7131	0	NEGATIVE	0.99801815
7132	0	NEGATIVE	0.99554753
7133	0	NEGATIVE	0.9754743
7134	0	NEGATIVE	0.9973859
7135	1	POSITIVE	0.99496555
7136	1	POSITIVE	0.99849904
7137	0	NEGATIVE	0.99115586
7138	1	POSITIVE	0.9965332
7139	0	NEGATIVE	0.9908213
7140	0	NEGATIVE	0.99811465
7141	1	POSITIVE	0.985035
7142	0	NEGATIVE	0.99837554
7143	1	POSITIVE	0.9960324
7144	0	NEGATIVE	0.99860126
7145	0	NEGATIVE	0.9975728
7146	1	POSITIVE	0.9892279
7147	0	NEGATIVE	0.9988713
7148	0	NEGATIVE	0.98466223
7149	1	POSITIVE	0.98886234
7150	1	POSITIVE	0.98765177
7151	1	POSITIVE	0.993956
7152	0	NEGATIVE	0.9982733
7153	0	NEGATIVE	0.99851406
7154	1	POSITIVE	0.9874025
7155	0	NEGATIVE	0.98918176
7156	0	NEGATIVE	0.99829304
7157	0	NEGATIVE	0.9984165
7158	0	NEGATIVE	0.99894106
7159	1	POSITIVE	0.9632876
7160	1	POSITIVE	0.9921363
7161	1	POSITIVE	0.9949249
7162	0	NEGATIVE	0.99473006
7163	0	NEGATIVE	0.99090976
7164	1	POSITIVE	0.98419654
7165	1	POSITIVE	0.99416023
7166	1	POSITIVE	0.9974587
7167	1	POSITIVE	0.98529106
7168	0	NEGATIVE	0.9935326
7169	1	POSITIVE	0.9976082
7170	0	NEGATIVE	0.9967771
7171	0	NEGATIVE	0.9965528
7172	1	POSITIVE	0.9966165
7173	0	NEGATIVE	0.99781656
7174	0	NEGATIVE	0.9895368
7175	0	NEGATIVE	0.99840194
7176	0	NEGATIVE	0.9904941
7177	0	NEGATIVE	0.99910694
7178	0	NEGATIVE	0.99875784
7179	1	POSITIVE	0.9952189
7180	1	POSITIVE	0.99659485
7181	0	NEGATIVE	0.9896724
7182	0	NEGATIVE	0.9900028
7183	1	POSITIVE	0.98216444
7184	1	POSITIVE	0.9920851
7185	0	NEGATIVE	0.9931803
7186	1	POSITIVE	0.98642695
7187	0	NEGATIVE	0.9862318
7188	0	NEGATIVE	0.98948526
7189	0	NEGATIVE	0.9994841
7190	0	NEGATIVE	0.99810684
7191	1	POSITIVE	0.9905713
7192	1	POSITIVE	0.98661184
7193	0	NEGATIVE	0.99041736
7194	1	POSITIVE	0.9965475
7195	0	NEGATIVE	0.997916
7196	0	NEGATIVE	0.99754053
7197	0	NEGATIVE	0.9973876
7198	0	NEGATIVE	0.994697
7199	0	NEGATIVE	0.9927976
7200	1	POSITIVE	0.9927147
7201	1	POSITIVE	0.9978858
7202	0	NEGATIVE	0.99853486
7203	1	POSITIVE	0.98808104
7204	0	NEGATIVE	0.99768865
7205	1	POSITIVE	0.9970306
7206	0	NEGATIVE	0.99917096
7207	0	NEGATIVE	0.9966412
7208	0	NEGATIVE	0.9983386
7209	1	POSITIVE	0.9958461
7210	1	POSITIVE	0.9983542
7211	1	POSITIVE	0.9957753
7212	0	NEGATIVE	0.9938603
7213	0	NEGATIVE	0.9987454
7214	1	POSITIVE	0.99062073
7215	1	POSITIVE	0.9901371
7216	1	POSITIVE	0.9860595
7217	1	POSITIVE	0.9873461
7218	1	POSITIVE	0.9978947
7219	0	NEGATIVE	0.9979687
7220	0	NEGATIVE	0.99316597
7221	1	POSITIVE	0.99308825
7222	1	POSITIVE	0.9832998
7223	0	NEGATIVE	0.99785864
7224	1	POSITIVE	0.99385333
7225	1	POSITIVE	0.5714755
7226	0	NEGATIVE	0.99545413
7227	0	NEGATIVE	0.9910798
7228	0	NEGATIVE	0.99695027
7229	1	POSITIVE	0.99119216
7230	0	NEGATIVE	0.99614036
7231	0	NEGATIVE	0.8693637
7232	0	NEGATIVE	0.99312323
7233	1	POSITIVE	0.9980642
7234	0	NEGATIVE	0.9443862
7235	0	NEGATIVE	0.9970493
7236	0	NEGATIVE	0.97942954
7237	0	NEGATIVE	0.9972347
7238	0	NEGATIVE	0.9980568
7239	0	NEGATIVE	0.9981738
7240	0	NEGATIVE	0.98533
7241	0	NEGATIVE	0.9946548
7242	0	NEGATIVE	0.9973698
7243	0	NEGATIVE	0.9883411
7244	0	NEGATIVE	0.9944591
7245	0	NEGATIVE	0.9962921
7246	0	NEGATIVE	0.9902865
7247	0	NEGATIVE	0.9994203
7248	0	NEGATIVE	0.990159
7249	0	NEGATIVE	0.99812675
7250	0	NEGATIVE	0.9945431
7251	0	NEGATIVE	0.99771905
7252	0	NEGATIVE	0.99704194
7253	0	NEGATIVE	0.99666286
7254	1	POSITIVE	0.9959217
7255	0	NEGATIVE	0.99847054
7256	1	POSITIVE	0.98078406
7257	0	NEGATIVE	0.9974757
7258	0	NEGATIVE	0.98156834
7259	0	NEGATIVE	0.9865185
7260	0	NEGATIVE	0.99550235
7261	0	NEGATIVE	0.99727654
7262	0	NEGATIVE	0.98429745
7263	0	NEGATIVE	0.98162305
7264	1	POSITIVE	0.99522007
7265	0	NEGATIVE	0.9932417
7266	0	NEGATIVE	0.9945903
7267	0	NEGATIVE	0.99085355
7268	0	NEGATIVE	0.99261105
7269	0	NEGATIVE	0.9981891
7270	0	NEGATIVE	0.99933195
7271	0	NEGATIVE	0.98030037
7272	0	NEGATIVE	0.9978525
7273	0	NEGATIVE	0.9990456
7274	1	POSITIVE	0.9904197
7275	0	NEGATIVE	0.9965489
7276	0	NEGATIVE	0.99756086
7277	1	POSITIVE	0.99594253
7278	0	NEGATIVE	0.99776393
7279	0	NEGATIVE	0.99717104
7280	0	NEGATIVE	0.9848804
7281	0	NEGATIVE	0.98461103
7282	0	NEGATIVE	0.99230313
7283	0	NEGATIVE	0.99910307
7284	0	NEGATIVE	0.99656767
7285	1	POSITIVE	0.9856731
7286	0	NEGATIVE	0.9867124
7287	0	NEGATIVE	0.9982007
7288	0	NEGATIVE	0.9983534
7289	0	NEGATIVE	0.99919146
7290	0	NEGATIVE	0.9951581
7291	0	NEGATIVE	0.9954332
7292	0	NEGATIVE	0.9909818
7293	0	NEGATIVE	0.9893456
7294	0	NEGATIVE	0.99883485
7295	1	POSITIVE	0.99798447
7296	1	POSITIVE	0.99848133
7297	1	POSITIVE	0.9982968
7298	0	NEGATIVE	0.99720347
7299	1	POSITIVE	0.9962245
7300	0	NEGATIVE	0.9994885
7301	1	POSITIVE	0.9815376
7302	0	NEGATIVE	0.9983715
7303	1	POSITIVE	0.9822059
7304	1	POSITIVE	0.9866272
7305	0	NEGATIVE	0.995057
7306	0	NEGATIVE	0.999443
7307	1	POSITIVE	0.9966061
7308	0	NEGATIVE	0.99860054
7309	0	NEGATIVE	0.99363405
7310	0	NEGATIVE	0.9990012
7311	1	POSITIVE	0.9195502
7312	0	NEGATIVE	0.9984296
7313	0	NEGATIVE	0.99784434
7314	0	NEGATIVE	0.997629
7315	0	NEGATIVE	0.99225914
7316	1	POSITIVE	0.99024296
7317	0	NEGATIVE	0.99799204
7318	0	NEGATIVE	0.9880043
7319	0	NEGATIVE	0.9950285
7320	0	NEGATIVE	0.99492484
7321	0	NEGATIVE	0.96185535
7322	0	NEGATIVE	0.9946781
7323	0	NEGATIVE	0.9970485
7324	0	NEGATIVE	0.9976163
7325	0	NEGATIVE	0.9888161
7326	1	POSITIVE	0.9972495
7327	1	POSITIVE	0.98863745
7328	0	NEGATIVE	0.99915165
7329	0	NEGATIVE	0.9912564
7330	0	NEGATIVE	0.99803144
7331	0	NEGATIVE	0.9975554
7332	0	NEGATIVE	0.83445877
7333	0	NEGATIVE	0.9981651
7334	1	POSITIVE	0.99745786
7335	0	NEGATIVE	0.9983287
7336	0	NEGATIVE	0.9931174
7337	0	NEGATIVE	0.9987357
7338	0	NEGATIVE	0.9972187
7339	0	NEGATIVE	0.99912286
7340	0	NEGATIVE	0.9988202
7341	1	POSITIVE	0.8994203
7342	0	NEGATIVE	0.992346
7343	1	POSITIVE	0.5908686
7344	0	NEGATIVE	0.9962887
7345	0	NEGATIVE	0.9993088
7346	0	NEGATIVE	0.9990875
7347	0	NEGATIVE	0.99751097
7348	0	NEGATIVE	0.9948048
7349	0	NEGATIVE	0.99153674
7350	0	NEGATIVE	0.9988078
7351	0	NEGATIVE	0.9986796
7352	0	NEGATIVE	0.60119563
7353	0	NEGATIVE	0.9982163
7354	1	POSITIVE	0.9860778
7355	0	NEGATIVE	0.9994822
7356	0	NEGATIVE	0.7413872
7357	0	NEGATIVE	0.99023056
7358	0	NEGATIVE	0.99892145
7359	0	NEGATIVE	0.91963714
7360	0	NEGATIVE	0.99716693
7361	1	POSITIVE	0.9797468
7362	1	POSITIVE	0.99568444
7363	1	POSITIVE	0.99662423
7364	0	NEGATIVE	0.99750865
7365	0	NEGATIVE	0.99802196
7366	1	POSITIVE	0.9976567
7367	0	NEGATIVE	0.985439
7368	0	NEGATIVE	0.9988322
7369	0	NEGATIVE	0.9986819
7370	0	NEGATIVE	0.99875575
7371	1	POSITIVE	0.9965139
7372	0	NEGATIVE	0.9979338
7373	0	NEGATIVE	0.9983547
7374	0	NEGATIVE	0.99512047
7375	1	POSITIVE	0.9976532
7376	0	NEGATIVE	0.99700594
7377	0	NEGATIVE	0.99919385
7378	1	POSITIVE	0.9802311
7379	1	POSITIVE	0.99061406
7380	0	NEGATIVE	0.99716914
7381	0	NEGATIVE	0.99752414
7382	0	NEGATIVE	0.98356944
7383	0	NEGATIVE	0.9977532
7384	0	NEGATIVE	0.99292237
7385	1	POSITIVE	0.9704711
7386	1	POSITIVE	0.99293673
7387	1	POSITIVE	0.9888489
7388	1	POSITIVE	0.9889082
7389	0	NEGATIVE	0.9982078
7390	1	POSITIVE	0.99441516
7391	0	NEGATIVE	0.99504423
7392	0	NEGATIVE	0.9949671
7393	0	NEGATIVE	0.97487324
7394	0	NEGATIVE	0.98904717
7395	1	POSITIVE	0.99464756
7396	1	POSITIVE	0.9981353
7397	0	NEGATIVE	0.98277086
7398	0	NEGATIVE	0.9977148
7399	1	POSITIVE	0.9925386
7400	0	NEGATIVE	0.9980308
7401	1	POSITIVE	0.7638662
7402	0	NEGATIVE	0.9982769
7403	0	NEGATIVE	0.99807143
7404	0	NEGATIVE	0.9983491
7405	0	NEGATIVE	0.9989505
7406	1	POSITIVE	0.9926427
7407	0	NEGATIVE	0.9948084
7408	0	NEGATIVE	0.9928721
7409	0	NEGATIVE	0.9965302
7410	1	POSITIVE	0.9969067
7411	0	NEGATIVE	0.99766403
7412	1	POSITIVE	0.9822482
7413	0	NEGATIVE	0.98971
7414	0	NEGATIVE	0.9976652
7415	0	NEGATIVE	0.99877894
7416	1	POSITIVE	0.9973093
7417	1	POSITIVE	0.9910166
7418	0	NEGATIVE	0.99300045
7419	0	NEGATIVE	0.9976143
7420	1	POSITIVE	0.9964282
7421	0	NEGATIVE	0.99738336
7422	0	NEGATIVE	0.98749614
7423	0	NEGATIVE	0.9983343
7424	0	NEGATIVE	0.993032
7425	0	NEGATIVE	0.99524474
7426	0	NEGATIVE	0.9927399
7427	1	POSITIVE	0.9958182
7428	0	NEGATIVE	0.99905765
7429	1	POSITIVE	0.98384905
7430	0	NEGATIVE	0.99666554
7431	0	NEGATIVE	0.9920267
7432	0	NEGATIVE	0.9981587
7433	0	NEGATIVE	0.998083
7434	0	NEGATIVE	0.995147
7435	1	POSITIVE	0.9960174
7436	0	NEGATIVE	0.9881106
7437	0	NEGATIVE	0.9837084
7438	0	NEGATIVE	0.98737603
7439	0	NEGATIVE	0.9975508
7440	0	NEGATIVE	0.9975414
7441	0	NEGATIVE	0.99599874
7442	1	POSITIVE	0.986726
7443	0	NEGATIVE	0.99830645
7444	0	NEGATIVE	0.9983218
7445	0	NEGATIVE	0.99081624
7446	1	POSITIVE	0.9816434
7447	0	NEGATIVE	0.99714327
7448	0	NEGATIVE	0.9958363
7449	0	NEGATIVE	0.9982721
7450	0	NEGATIVE	0.9969598
7451	0	NEGATIVE	0.998291
7452	0	NEGATIVE	0.99756193
7453	1	POSITIVE	0.98575294
7454	0	NEGATIVE	0.9974952
7455	1	POSITIVE	0.9967734
7456	1	POSITIVE	0.9976337
7457	1	POSITIVE	0.9945465
7458	1	POSITIVE	0.98121434
7459	0	NEGATIVE	0.99902415
7460	0	NEGATIVE	0.9877148
7461	0	NEGATIVE	0.99846506
7462	0	NEGATIVE	0.9987504
7463	1	POSITIVE	0.9975314
7464	0	NEGATIVE	0.99393356
7465	0	NEGATIVE	0.982719
7466	0	NEGATIVE	0.9981689
7467	1	POSITIVE	0.997217
7468	0	NEGATIVE	0.9727295
7469	0	NEGATIVE	0.9843062
7470	0	NEGATIVE	0.9968267
7471	0	NEGATIVE	0.99827194
7472	0	NEGATIVE	0.9984392
7473	0	NEGATIVE	0.9988602
7474	0	NEGATIVE	0.9989859
7475	1	POSITIVE	0.98649955
7476	0	NEGATIVE	0.9886508
7477	0	NEGATIVE	0.9948781
7478	0	NEGATIVE	0.8179294
7479	0	NEGATIVE	0.9075229
7480	0	NEGATIVE	0.99787074
7481	0	NEGATIVE	0.9929249
7482	1	POSITIVE	0.9954317
7483	1	POSITIVE	0.9938409
7484	0	NEGATIVE	0.9984985
7485	0	NEGATIVE	0.998023
7486	0	NEGATIVE	0.9971778
7487	1	POSITIVE	0.62349683
7488	0	NEGATIVE	0.98672086
7489	0	NEGATIVE	0.9974439
7490	0	NEGATIVE	0.9976016
7491	0	NEGATIVE	0.9978542
7492	0	NEGATIVE	0.99269956
7493	0	NEGATIVE	0.99504346
7494	0	NEGATIVE	0.99784005
7495	1	POSITIVE	0.98948735
7496	1	POSITIVE	0.99819314
7497	0	NEGATIVE	0.97919524
7498	0	NEGATIVE	0.9927094
7499	0	NEGATIVE	0.761862
7500	0	NEGATIVE	0.9984647
7501	0	NEGATIVE	0.99770665
7502	0	NEGATIVE	0.9991617
7503	0	NEGATIVE	0.9985619
7504	0	NEGATIVE	0.99447256
7505	1	POSITIVE	0.9899914
7506	0	NEGATIVE	0.99068964
7507	1	POSITIVE	0.9888108
7508	0	NEGATIVE	0.99789363
7509	0	NEGATIVE	0.9980415
7510	1	POSITIVE	0.997736
7511	0	NEGATIVE	0.99818605
7512	0	NEGATIVE	0.99827105
7513	0	NEGATIVE	0.99848056
7514	0	NEGATIVE	0.99772555
7515	0	NEGATIVE	0.9859581
7516	0	NEGATIVE	0.9978126
7517	0	NEGATIVE	0.9857608
7518	1	POSITIVE	0.98241985
7519	0	NEGATIVE	0.99734867
7520	1	POSITIVE	0.9864462
7521	0	NEGATIVE	0.99744165
7522	0	NEGATIVE	0.9989696
7523	1	POSITIVE	0.9951954
7524	0	NEGATIVE	0.9978507
7525	0	NEGATIVE	0.99943566
7526	0	NEGATIVE	0.99548084
7527	0	NEGATIVE	0.99882495
7528	1	POSITIVE	0.99418837
7529	1	POSITIVE	0.99665415
7530	0	NEGATIVE	0.98794925
7531	0	NEGATIVE	0.9990346
7532	0	NEGATIVE	0.9969623
7533	0	NEGATIVE	0.9980639
7534	0	NEGATIVE	0.9919072
7535	0	NEGATIVE	0.9929698
7536	1	POSITIVE	0.98732674
7537	1	POSITIVE	0.99046576
7538	1	POSITIVE	0.9958768
7539	0	NEGATIVE	0.98877144
7540	0	NEGATIVE	0.9839167
7541	0	NEGATIVE	0.9985745
7542	0	NEGATIVE	0.9986614
7543	0	NEGATIVE	0.9944129
7544	0	NEGATIVE	0.9974589
7545	0	NEGATIVE	0.9975464
7546	0	NEGATIVE	0.9981976
7547	0	NEGATIVE	0.99194556
7548	0	NEGATIVE	0.9981535
7549	0	NEGATIVE	0.9821972
7550	0	NEGATIVE	0.99836946
7551	0	NEGATIVE	0.9973752
7552	1	POSITIVE	0.9699465
7553	0	NEGATIVE	0.99760056
7554	0	NEGATIVE	0.96370465
7555	1	POSITIVE	0.9909004
7556	0	NEGATIVE	0.9974511
7557	0	NEGATIVE	0.99913627
7558	0	NEGATIVE	0.9982255
7559	0	NEGATIVE	0.99925137
7560	0	NEGATIVE	0.9940884
7561	0	NEGATIVE	0.99763036
7562	0	NEGATIVE	0.99706554
7563	0	NEGATIVE	0.99816406
7564	0	NEGATIVE	0.9979179
7565	0	NEGATIVE	0.9933358
7566	0	NEGATIVE	0.97046167
7567	0	NEGATIVE	0.9992538
7568	1	POSITIVE	0.98892754
7569	1	POSITIVE	0.93674725
7570	1	POSITIVE	0.9947055
7571	0	NEGATIVE	0.9983524
7572	0	NEGATIVE	0.9951816
7573	0	NEGATIVE	0.99318546
7574	0	NEGATIVE	0.9884233
7575	0	NEGATIVE	0.9941603
7576	0	NEGATIVE	0.99702567
7577	1	POSITIVE	0.9957793
7578	0	NEGATIVE	0.99495196
7579	0	NEGATIVE	0.9972929
7580	0	NEGATIVE	0.99933237
7581	0	NEGATIVE	0.996857
7582	0	NEGATIVE	0.9888155
7583	1	POSITIVE	0.9952667
7584	0	NEGATIVE	0.9977549
7585	0	NEGATIVE	0.99794227
7586	0	NEGATIVE	0.9982028
7587	1	POSITIVE	0.9982575
7588	0	NEGATIVE	0.9969364
7589	0	NEGATIVE	0.99757516
7590	0	NEGATIVE	0.9965419
7591	0	NEGATIVE	0.99753195
7592	0	NEGATIVE	0.9954234
7593	0	NEGATIVE	0.9948568
7594	0	NEGATIVE	0.9988084
7595	0	NEGATIVE	0.99576044
7596	1	POSITIVE	0.9884311
7597	0	NEGATIVE	0.99573004
7598	0	NEGATIVE	0.9866078
7599	0	NEGATIVE	0.9981382
7600	1	POSITIVE	0.9975447
7601	1	POSITIVE	0.9981597
7602	0	NEGATIVE	0.998317
7603	1	POSITIVE	0.998701
7604	0	NEGATIVE	0.9980648
7605	0	NEGATIVE	0.99052626
7606	0	NEGATIVE	0.9974154
7607	0	NEGATIVE	0.9990093
7608	0	NEGATIVE	0.9941598
7609	0	NEGATIVE	0.99113894
7610	1	POSITIVE	0.99816096
7611	0	NEGATIVE	0.9986905
7612	0	NEGATIVE	0.99575114
7613	0	NEGATIVE	0.99910563
7614	0	NEGATIVE	0.9982234
7615	0	NEGATIVE	0.9982199
7616	0	NEGATIVE	0.9979025
7617	0	NEGATIVE	0.99695665
7618	0	NEGATIVE	0.99577636
7619	0	NEGATIVE	0.9959622
7620	1	POSITIVE	0.99714303
7621	0	NEGATIVE	0.8650045
7622	0	NEGATIVE	0.9795547
7623	0	NEGATIVE	0.9965279
7624	0	NEGATIVE	0.9893852
7625	0	NEGATIVE	0.99837965
7626	1	POSITIVE	0.9904299
7627	0	NEGATIVE	0.9973287
7628	0	NEGATIVE	0.98388416
7629	0	NEGATIVE	0.9966397
7630	0	NEGATIVE	0.9979576
7631	0	NEGATIVE	0.99310213
7632	0	NEGATIVE	0.971753
7633	0	NEGATIVE	0.9925505
7634	0	NEGATIVE	0.9978082
7635	1	POSITIVE	0.9902794
7636	0	NEGATIVE	0.9984792
7637	0	NEGATIVE	0.9976753
7638	0	NEGATIVE	0.99771595
7639	0	NEGATIVE	0.9970754
7640	0	NEGATIVE	0.9915653
7641	0	NEGATIVE	0.99574065
7642	0	NEGATIVE	0.9904764
7643	1	POSITIVE	0.99282044
7644	0	NEGATIVE	0.99893016
7645	0	NEGATIVE	0.9984951
7646	1	POSITIVE	0.9886023
7647	0	NEGATIVE	0.9975405
7648	1	POSITIVE	0.99828744
7649	1	POSITIVE	0.9789568
7650	1	POSITIVE	0.9866548
7651	1	POSITIVE	0.9952255
7652	1	POSITIVE	0.9889547
7653	1	POSITIVE	0.9824776
7654	1	POSITIVE	0.99166846
7655	0	NEGATIVE	0.9623796
7656	0	NEGATIVE	0.9937705
7657	0	NEGATIVE	0.99768
7658	0	NEGATIVE	0.99699163
7659	0	NEGATIVE	0.9824852
7660	0	NEGATIVE	0.9981069
7661	1	POSITIVE	0.99465436
7662	0	NEGATIVE	0.99796695
7663	1	POSITIVE	0.98849505
7664	0	NEGATIVE	0.9980687
7665	0	NEGATIVE	0.97308886
7666	0	NEGATIVE	0.9928363
7667	0	NEGATIVE	0.99855924
7668	0	NEGATIVE	0.9977443
7669	0	NEGATIVE	0.9916282
7670	0	NEGATIVE	0.9805366
7671	1	POSITIVE	0.9958841
7672	0	NEGATIVE	0.9954806
7673	0	NEGATIVE	0.9976973
7674	0	NEGATIVE	0.98540044
7675	1	POSITIVE	0.98798406
7676	1	POSITIVE	0.99852586
7677	0	NEGATIVE	0.9984946
7678	0	NEGATIVE	0.9974814
7679	0	NEGATIVE	0.9980392
7680	0	NEGATIVE	0.9975506
7681	1	POSITIVE	0.9921604
7682	0	NEGATIVE	0.9982545
7683	0	NEGATIVE	0.9920976
7684	0	NEGATIVE	0.9762392
7685	0	NEGATIVE	0.9978296
7686	1	POSITIVE	0.9973063
7687	0	NEGATIVE	0.997902
7688	0	NEGATIVE	0.9979259
7689	0	NEGATIVE	0.9944256
7690	1	POSITIVE	0.9886809
7691	0	NEGATIVE	0.99236655
7692	1	POSITIVE	0.9964027
7693	1	POSITIVE	0.99368346
7694	1	POSITIVE	0.9976507
7695	1	POSITIVE	0.9852908
7696	0	NEGATIVE	0.9912949
7697	0	NEGATIVE	0.9975633
7698	0	NEGATIVE	0.9924873
7699	0	NEGATIVE	0.9406183
7700	0	NEGATIVE	0.9975529
7701	1	POSITIVE	0.9896298
7702	0	NEGATIVE	0.9951787
7703	1	POSITIVE	0.99601555
7704	0	NEGATIVE	0.99639344
7705	0	NEGATIVE	0.99782157
7706	0	NEGATIVE	0.99821687
7707	0	NEGATIVE	0.99258137
7708	0	NEGATIVE	0.9986678
7709	1	POSITIVE	0.9958914
7710	0	NEGATIVE	0.99727565
7711	1	POSITIVE	0.9778242
7712	0	NEGATIVE	0.9988635
7713	1	POSITIVE	0.9770931
7714	1	POSITIVE	0.9966188
7715	0	NEGATIVE	0.9793242
7716	0	NEGATIVE	0.9982815
7717	0	NEGATIVE	0.98869026
7718	0	NEGATIVE	0.99780893
7719	0	NEGATIVE	0.99032724
7720	0	NEGATIVE	0.99912417
7721	1	POSITIVE	0.87494135
7722	0	NEGATIVE	0.9973846
7723	1	POSITIVE	0.99733114
7724	0	NEGATIVE	0.8824674
7725	0	NEGATIVE	0.8824674
7726	1	POSITIVE	0.987728
7727	0	NEGATIVE	0.9678958
7728	1	POSITIVE	0.9969239
7729	1	POSITIVE	0.9949922
7730	0	NEGATIVE	0.9816809
7731	0	NEGATIVE	0.98876727
7732	0	NEGATIVE	0.9987318
7733	0	NEGATIVE	0.9980409
7734	0	NEGATIVE	0.99739623
7735	0	NEGATIVE	0.99374104
7736	0	NEGATIVE	0.99844277
7737	0	NEGATIVE	0.99810773
7738	1	POSITIVE	0.9821692
7739	1	POSITIVE	0.99190974
7740	0	NEGATIVE	0.99488837
7741	1	POSITIVE	0.99386996
7742	0	NEGATIVE	0.9987835
7743	0	NEGATIVE	0.9944422
7744	1	POSITIVE	0.95750374
7745	0	NEGATIVE	0.9969595
7746	0	NEGATIVE	0.99809116
7747	0	NEGATIVE	0.99809116
7748	0	NEGATIVE	0.9968315
7749	1	POSITIVE	0.98581874
7750	0	NEGATIVE	0.9407683
7751	0	NEGATIVE	0.9961449
7752	0	NEGATIVE	0.9917087
7753	0	NEGATIVE	0.9867087
7754	0	NEGATIVE	0.99713904
7755	0	NEGATIVE	0.9892048
7756	0	NEGATIVE	0.9843048
7757	0	NEGATIVE	0.99053603
7758	1	POSITIVE	0.99751914
7759	0	NEGATIVE	0.9969803
7760	0	NEGATIVE	0.99774647
7761	0	NEGATIVE	0.9838047
7762	0	NEGATIVE	0.96892375
7763	0	NEGATIVE	0.99839884
7764	0	NEGATIVE	0.99696803
